old-resource,status,resource,notes
84ea7b2940a89092d131ad46348fd79adf6f1325b35ac312626082ffd8a03efb,410,,remove multi-point COI data- replaced with polygon data
6c71526d5efb286a2ccc633b256a73929236ef13542d22a125938b4935d810b2,410,,remove multi-point COI data- replaced with polygon data
eb15c80d22fa286c18695b3505a9678544824ff29c6dabc8baa05e47e0e41964,410,,remove multi-point COI data- replaced with polygon data
468c62fbd98eb28c3bd8b35b870c735af23aff09c99d39e6f3dd00872495399b,410,,remove multi-point COI data- replaced with polygon data
6ddfead845dc932c2e6c98a708bc9afd25b6277227a56b87f637c9eeb3c5aa91,410,,remove multi-point COI data- replaced with polygon data
20854461c2d27c3fd786ed2b3e76d63156dd02a9cdf18f527b9bd8cf5fd06fd8,410,,remove multi-point COI data- replaced with polygon data
22a6ef3dd261e330fff373397b7ae69e84ab25afe35299ae40d9a380ad54bfb1,410,,remove multi-point COI data- replaced with polygon data
6eb31afeb080d54d8fb53fcaec312c94ab182a36bc10776ae3c4e8259237c736,410,,remove multi-point COI data- replaced with polygon data
ade156cb0e952c5db7e943b274c32340944ccb4bef5eff17ab65cdc59bbeb27c,410,,remove multi-point COI data- replaced with polygon data
69d54dee89cbeb2657f1be96446b46d0e2f2cdf595aeb0206d24a6d2c1c52a36,410,,remove multi-point COI data- replaced with polygon data
7cddd18a633f2c99a5429e224d776848f314149eb78228fc3980444d2a52c1ad,410,,remove multi-point COI data- replaced with polygon data
c01b70a5e1a0bfa91c843df9593b4b62e88b52166bc134b35e4d37ea02169627,410,,remove multi-point COI data- replaced with polygon data
936ae9101268558d310933726db30536dd8efed397d0e57985745365f5a5661d,410,,remove multi-point COI data- replaced with polygon data
4e3ecd3eee3baa6906ceda7f85865e8d95e8c1d49fe858626ad9b6e9f79b8baf,410,,remove multi-point COI data- replaced with polygon data
522f133096830904e4872048ba3ebedef0605c46ed322af83efa26045d12e889,410,,remove multi-point COI data- replaced with polygon data
10b3dc21ef51eea66f65de743e423484de3f079141256c70c615a9b7c70f200a,410,,remove multi-point COI data- replaced with polygon data
32de7cc21ebe06824c647ea9010236293d49a477ae11f1e132e9c355c6f994c6,410,,remove multi-point COI data- replaced with polygon data
a14708745ea501c2c7325d8f0e648ad18e6fdb3403ce9aa90b8324f03fcb6274,410,,remove multi-point COI data- replaced with polygon data
318a65d6c5138377e5fd8e1212d2e8b0656a0e753d7ef7756462dc5b4b5735b6,410,,remove multi-point COI data- replaced with polygon data
f2ecf4c8ab9eb7e53e95c27f6197fd145e07fed7056b2ee5ee742ed6a382d3a5,410,,remove multi-point COI data- replaced with polygon data
9262e74d824ffc56659cdb3da45e4c93a462d158d5c37193bb67d9ec01edd8d3,410,,remove multi-point COI data- replaced with polygon data
