source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
244f9f0a316063120bd221866b84047f,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,21f6ac0160488dfdab4fae54bea1940ec2827e9c80d3b8df7ea73a45229c000f,ogl3,government-organisation:D1342,green-belt,2021-10-27T06:06:33Z,,2025-11-24
1c44bca37dc2d48ee3f415e2d7f2c216,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,cbe952dd437d085d8c630d86632924693bac236c4fbad92cfdb623db3313e564,ogl3,government-organisation:D1342,green-belt,2021-10-27T07:07:14Z,,2025-11-24
2ce69d1e53572f6a7019ede1f90ed90f,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,5cf30af559859b8e01088a0765f5864115ff3fe5504508168f10429fe38c383f,ogl3,government-organisation:D1342,green-belt,2021-10-27T08:08:07Z,,2025-11-24
6dffe021a0807b5870f762087a4a310d,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,cfb150d6d575fc78562b43faa7483d62cce71b80ad16779320a879f2626eff43,ogl3,government-organisation:D1342,green-belt,2021-10-27T08:08:15Z,,2025-11-24
48944d41fafb1282b627a7f4c33476f4,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,48b3108adbdd0c3838dc1859038dac22fc2034eb40e60c4750e38d1e2a420d22,ogl3,government-organisation:D1342,green-belt,2021-10-27T08:08:24Z,,2025-11-24
23a75c80094dda82a2f9014af0cacb08,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,14d9d98a67683dfa834cc9e7f50c9fed515df298d3bb17f776d73aa9e58f6b23,ogl3,government-organisation:D1342,green-belt,2021-10-27T08:08:25Z,,2025-11-24
66f169385a8e97f3dea53f06127cb86b,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,58f8ec82cc59a963cc9915e12eda358738d31b348413fc79cb19b5fe5b7ad930,ogl3,government-organisation:D1342,green-belt,2021-10-27T08:08:27Z,,2025-11-24
86fb6ddced58ce169cbb420aa9aa4348,crown-copyright,green-belt-core,https://en.wikipedia.org/wiki/Green_belt_(United_Kingdom),b08755d2f6714071b7385b03938eadb2044149eee99b0b0696bbf5f90c65ce14,ogl3,government-organisation:D1342,green-belt-core,2021-10-27T19:19:56Z,,2025-04-29
6e0c416bbf660ba8810d13126c0570ff,os-open,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,b04c507f53aa0e0624b5f529c3335413f1ea384674533f910ba5ad24baa0464b,ogl3,government-organisation:D1342,green-belt,2022-09-13T10:10:09:02Z,,2025-11-24
93bcd9b360d9d92f55655404344e4cc8,,green-belt,https://data.gov.uk/dataset/ccb505e0-67a8-4ace-b294-19a3cbff4861/english-local-authority-green-belt-dataset,e00db39f56de236656d4c5c9bb81923dbd0bf31a216ec2bb2020cee1e4242ebf,ogl3,government-organisation:D1342,green-belt,2024-05-07,2024-05-03,
